id,retweet_count,favorite_count
731285275100512256,985,3462
731156023742988288,1257,3817
730924654643314689,1958,6093
730573383004487680,2115,4867
730427201120833536,1043,3458
730211855403241472,1052,3784
730196704625098752,1885,4801
729854734790754305,1116,3998
729838605770891264,380,1714
729823566028484608,1235,3941
729463711119904772,2298,5748
729113531270991872,322,1862
728986383096946689,818,3117
728760639972315136,1691,4641
728751179681943552,675,2741
728653952833728512,1026,3280
728409960103686147,1987,4872
728387165835677696,956,3660
728046963732717569,1190,4265
728035342121635841,1652,4519
728015554473250816,1099,4077
727685679342333952,636,2936
727644517743104000,1737,5831
727524757080539137,1211,4440
727314416056803329,736,3309
727286334147182592,806,3017
727175381690781696,1371,3871
727155742655025152,1321,3584
726935089318363137,2436,6822
726887082820554753,1507,3804
726828223124897792,994,3527
726224900189511680,1136,4381
725842289046749185,2654,7021
725786712245440512,1358,4128
725729321944506368,1771,5160
725458796924002305,610,1398
724983749226668032,1302,3691
724771698126512129,633,2325
724405726123311104,1634,5234
724049859469295616,1761,4285
724046343203856385,551,2632
724004602748780546,1541,4141
723912936180330496,1226,3853
723688335806480385,2914,7601
723673163800948736,880,2978
723179728551723008,1852,5262
722974582966214656,1545,4061
722613351520608256,1624,4922
721503162398597120,1832,4582
721001180231503872,606,2500
720785406564900865,760,3086
720775346191278080,658,2436
720415127506415616,1488,4086
720389942216527872,2480,6318
720340705894408192,969,2838
720059472081784833,1109,3828
720043174954147842,1985,4862
719991154352222208,1727,4791
719704490224398336,1414,4499
719551379208073216,1890,5002
719367763014393856,735,2770
719339463458033665,1220,4386
719332531645071360,941,3397
718971898235854848,1067,3452
718939241951195136,1746,5202
718631497683582976,7965,18691
718613305783398402,477,2410
718540630683709445,1007,2431
718460005985447936,521,2672
718454725339934721,1496,4816
718246886998687744,499,1893
718234618122661888,987,3835
717841801130979328,599,2429
717790033953034240,1102,2845
717537687239008257,1841,5731
717428917016076293,446,1598
717421804990701568,839,3133
717047459982213120,1915,6235
717009362452090881,954,3218
716802964044845056,1161,4247
716791146589110272,1562,8081
716730379797970944,423,1220
716447146686459905,5801,12948
716439118184652801,207,2356
716285507865542656,1047,2740
716080869887381504,1883,6685
715928423106027520,872,3163
715758151270801409,1425,3685
715733265223708672,1673,4615
715704790270025728,562,2767
715696743237730304,1278,3872
715680795826982913,1601,4266
715360349751484417,1551,5427
715342466308784130,687,3011
715220193576927233,641,2401
715200624753819648,1870,5090
715009755312439296,1217,4116
714982300363173890,1024,3702
714962719905021952,4226,7284
714957620017307648,1400,4089
714631576617938945,988,3248
714606013974974464,922,3602
714485234495041536,1117,2660
714258258790387713,714,3007
714251586676113411,828,3249
714214115368108032,864,2250
714141408463036416,1382,4279
713919462244790272,782,3265
713909862279876608,532,1884
713900603437621249,737,2807
713761197720473600,1366,4828
713411074226274305,1287,4403
713177543487135744,2811,7160
713175907180089344,1463,4417
712809025985978368,6653,18390
712717840512598017,4932,12240
712668654853337088,1204,4144
712438159032893441,1549,5284
712309440758808576,25,242
712097430750289920,1021,3752
712092745624633345,881,2921
712085617388212225,481,3247
712065007010385924,615,2249
711998809858043904,125,0
711968124745228288,2282,7997
711743778164514816,976,2812
711732680602345472,4078,8771
711694788429553666,18185,32608
711652651650457602,907,3820
711363825979756544,1130,3616
711306686208872448,732,3273
711008018775851008,607,2973
710997087345876993,1375,4530
710844581445812225,683,2524
710833117892898816,529,2661
710658690886586372,554,2292
710609963652087808,2365,4752
710588934686908417,1850,4500
710296729921429505,731,2356
710283270106132480,517,2132
710272297844797440,1239,4499
710269109699739648,1114,2376
710153181850935296,879,2886
710140971284037632,873,2734
710117014656950272,1976,5443
709918798883774466,1076,3452
709901256215666688,99,663
709852847387627521,1191,3495
709566166965075968,1201,3522
709556954897764353,1063,3265
709519240576036864,235,1482
709449600415961088,564,2206
709409458133323776,676,2600
709225125749587968,569,2391
709207347839836162,5758,12438
709198395643068416,639,2410
709179584944730112,664,1987
709158332880297985,411,2016
709042156699303936,1614,4705
708853462201716736,653,1785
708845821941387268,894,2962
708834316713893888,495,1667
708810915978854401,6872,16354
708738143638450176,801,2725
708711088997666817,715,2518
708479650088034305,676,2526
708469915515297792,806,3071
708400866336894977,9991,15850
708356463048204288,1308,3549
708349470027751425,732,2328
708149363256774660,1541,4246
708130923141795840,845,3358
708119489313951744,974,2669
708109389455101952,546,1930
708026248782585858,1916,4356
707995814724026368,1117,3105
707983188426153984,2,50
707969809498152960,958,2681
707776935007539200,950,3254
707741517457260545,611,2465
707738799544082433,2441,4051
707693576495472641,986,3381
707629649552134146,872,2552
707610948723478529,6311,16855
707420581654872064,694,2258
707411934438625280,595,2288
707387676719185920,1280,3476
707377100785885184,1084,3257
707315916783140866,634,2456
707297311098011648,780,2755
707059547140169728,666,2579
707038192327901184,784,2168
707021089608753152,1348,4055
707014260413456384,594,2302
706904523814649856,7807,14478
706901761596989440,590,2041
706681918348251136,966,3277
706644897839910912,1082,2553
706593038911545345,629,2137
706538006853918722,1419,3452
706516534877929472,1025,3091
706346369204748288,919,3429
706310011488698368,7866,21166
706291001778950144,474,1685
706265994973601792,929,2715
706169069255446529,2195,3885
706166467411222528,1588,5131
706153300320784384,383,1473
705975130514706432,728,3088
705970349788291072,886,3149
705898680587526145,547,2348
705786532653883392,513,1922
705591895322394625,1147,3141
705475953783398401,907,2938
705442520700944385,1617,4402
705428427625635840,1673,3789
705239209544720384,745,2988
705223444686888960,796,2574
705102439679201280,516,2128
705066031337840642,615,2173
704871453724954624,1108,4242
704859558691414016,537,2239
704847917308362754,1517,5037
704819833553219584,982,2624
704761120771465216,2897,6595
704499785726889984,1008,2899
704491224099647488,78,749
704480331685040129,1061,3368
704364645503647744,3529,7943
704347321748819968,349,1570
704134088924532736,456,1495
704113298707505153,569,1839
704054845121142784,909,2906
703774238772166656,457,1831
703769065844768768,1135,3262
703631701117943808,677,2568
703611486317502464,1522,3825
703425003149250560,1360,3791
703407252292673536,691,2431
703382836347330562,1142,3493
703356393781329922,383,1912
703268521220972544,547,1962
703079050210877440,3064,7351
703041949650034688,12418,26200
702932127499816960,727,2563
702899151802126337,451,1602
702684942141153280,1073,3206
702671118226825216,553,2186
702598099714314240,3413,12170
702539513671897089,954,2867
702332542343577600,1541,3160
702321140488925184,1034,3257
702276748847800320,762,2452
702217446468493312,1326,4746
701981390485725185,989,3429
701952816642965504,1021,3826
701889187134500865,1378,3522
701805642395348998,1667,3391
701601587219795968,448,2077
701570477911896070,921,2800
701545186879471618,606,2647
701214700881756160,5073,12126
700890391244103680,563,2201
700864154249383937,618,2578
700847567345688576,501,2445
700796979434098688,936,2426
700747788515020802,9263,22695
700518061187723268,794,2594
700505138482569216,565,2272
700462010979500032,1777,4109
700167517596164096,730,2614
700151421916807169,669,2226
700143752053182464,2705,7480
700062718104104960,687,2637
700029284593901568,585,2060
700002074055016451,1335,3300
699801817392291840,949,3039
699788877217865730,508,2219
699779630832685056,1224,2727
699775878809702401,603,1953
699691744225525762,4593,10220
699446877801091073,2600,5916
699434518667751424,514,2150
699423671849451520,324,1355
699413908797464576,623,2069
699370870310113280,441,1880
699323444782047232,857,3137
699088579889332224,630,2233
699079609774645248,652,2440
699072405256409088,1185,2961
699060279947165696,1791,3727
699036661657767936,1190,2591
698989035503689728,970,3321
698953797952008193,894,2665
698907974262222848,623,2523
698710712454139905,676,2456
698703483621523456,376,1443
698635131305795584,337,1289
698549713696649216,622,2314
698355670425473025,446,1847
698342080612007937,949,2261
698262614669991936,1989,4724
698195409219559425,5945,16664
698178924120031232,736,2796
697995514407682048,330,1509
697990423684476929,1290,3271
697943111201378304,673,2368
697881462549430272,1172,2998
697630435728322560,538,1733
697616773278015490,1007,3149
697596423848730625,1260,3002
697575480820686848,496,2031
697516214579523584,1109,2042
697482927769255936,672,2399
697463031882764288,1392,3401
697270446429966336,1865,4663
697259378236399616,1000,3281
697255105972801536,1158,3021
697242256848379904,667,2498
696900204696625153,1017,3157
696894894812565505,675,2336
696886256886657024,1794,4833
696877980375769088,707,2425
696754882863349760,360,1477
696744641916489729,935,2051
696713835009417216,651,2359
696518437233913856,1701,3888
696490539101908992,141,1207
696488710901260288,1013,2516
696405997980676096,1148,3189
696100768806522880,650,1922
695816827381944320,1159,3003
695794761660297217,760,3145
695767669421768709,743,1851
695629776980148225,2085,4537
695446424020918272,1799,4370
695409464418041856,3557,8613
695314793360662529,1446,3608
695095422348574720,611,2618
695074328191332352,1092,2827
695064344191721472,588,1594
695051054296211456,785,2651
694925794720792577,914,2680
694905863685980160,936,2733
694669722378485760,14303,35620
694356675654983680,285,1492
694352839993344000,613,2026
694342028726001664,481,1564
694329668942569472,498,1997
694206574471057408,2026,4132
694183373896572928,921,2937
694001791655137281,1020,3390
693993230313091072,398,1864
693942351086120961,369,1736
693647888581312512,579,2674
693644216740769793,122,1340
693642232151285760,408,2523
693629975228977152,788,2427
693622659251335168,372,1528
693590843962331137,1945,5028
693582294167244802,249,1637
693486665285931008,634,1767
693280720173801472,1229,3333
693267061318012928,807,2360
693262851218264065,496,2201
693231807727280129,732,2855
693155686491000832,3193,7829
693109034023534592,607,1701
693095443459342336,459,1850
692919143163629568,750,2663
692905862751522816,861,2411
692901601640583168,598,1756
692894228850999298,801,2255
692828166163931137,879,2856
692752401762250755,3627,6781
692568918515392513,1525,4340
692535307825213440,1355,3153
692530551048294401,411,1818
692423280028966913,225,1471
692417313023332352,3447,9308
692187005137076224,816,2521
692158366030913536,784,2139
692142790915014657,391,1641
692041934689402880,1266,3384
692017291282812928,953,2871
691820333922455552,1654,3935
691793053716221953,4203,8088
691756958957883396,996,2843
691675652215414786,504,1945
691483041324204033,562,2378
691459709405118465,1136,4025
691444869282295808,844,2638
691416866452082688,7584,19215
691321916024623104,659,2552
691096613310316544,874,2946
691090071332753408,331,1712
690989312272396288,2851,5871
690959652130045952,1240,3562
690938899477221376,1948,4062
690932576555528194,1011,3270
690735892932222976,1264,3772
690728923253055490,513,2171
690690673629138944,812,2327
690649993829576704,278,1298
690607260360429569,18,294
690597161306841088,599,1943
690400367696297985,450,1879
690374419777196032,843,3241
690360449368465409,876,2662
690348396616552449,515,1502
690248561355657216,414,1667
690021994562220032,1027,2779
690015576308211712,728,2477
690005060500217858,1682,3647
689999384604450816,368,1413
689993469801164801,448,1457
689977555533848577,444,1362
689905486972461056,698,2426
689877686181715968,1156,3027
689835978131935233,742,2164
689661964914655233,925,3204
689659372465688576,3850,10329
689623661272240129,637,2223
689599056876867584,5493,11585
689557536375177216,454,2035
689517482558820352,1421,3383
689289219123089408,937,2248
689283819090870273,1099,3254
689280876073582592,706,1974
689275259254616065,243,1140
689255633275777024,1078,2537
689154315265683456,999,3063
689143371370250240,506,2012
688916208532455424,863,2704
688908934925697024,760,2105
688898160958271489,778,2088
688894073864884227,688,2232
688828561667567616,368,1373
688804835492233216,191,959
688789766343622656,657,2206
688547210804498433,695,2583
688519176466644993,722,2305
688385280030670848,4458,9242
688211956440801280,826,2233
688179443353796608,580,2129
688116655151435777,770,2814
688064179421470721,358,1724
687841446767013888,2499,5431
687826841265172480,1115,2737
687818504314159109,940,2468
687807801670897665,713,2390
687732144991551489,663,1751
687704180304273409,837,2419
687664829264453632,509,1925
687494652870668288,575,1888
687480748861947905,239,1589
687476254459715584,531,1976
687460506001633280,540,2049
687399393394311168,615,1874
687317306314240000,9125,20040
687312378585812992,1891,4333
687127927494963200,2257,5408
687124485711986689,501,2158
687109925361856513,2448,5768
687102708889812993,971,2333
687096057537363968,599,2233
686947101016735744,3177,8591
686760001961103360,1373,3498
686749460672679938,1448,3459
686730991906516992,1192,4123
686683045143953408,796,2808
686618349602762752,1358,3690
686606069955735556,541,1879
686394059078897668,685,1732
686386521809772549,874,3240
686377065986265092,563,2197
686358356425093120,664,2174
686286779679375361,1654,3984
686050296934563840,726,2209
686035780142297088,116,1141
686034024800862208,1139,3079
686007916130873345,409,2477
686003207160610816,622,1822
685973236358713344,521,2089
685943807276412928,590,1621
685906723014619143,2869,7465
685681090388975616,124,2025
685667379192414208,561,2346
685663452032069632,1450,3218
685641971164143616,772,2919
685547936038666240,15544,32771
685532292383666176,1152,3020
685325112850124800,3950,9411
685321586178670592,635,2641
685315239903100929,1038,3297
685307451701334016,440,2064
685268753634967552,1193,3085
685198997565345792,667,2332
685169283572338688,1424,4091
684969860808454144,367,2375
684959798585110529,3104,6794
684940049151070208,1041,3196
684926975086034944,457,3477
684914660081053696,1440,3499
684902183876321280,525,1869
684880619965411328,803,2080
684830982659280897,21553,34865
684800227459624960,996,2728
684594889858887680,3481,8858
684588130326986752,1404,4100
684567543613382656,1208,3001
684538444857667585,948,2634
684481074559381504,1163,3872
684460069371654144,557,1968
684241637099323392,3260,8097
684225744407494656,207,1223
684222868335505415,1361,3799
684200372118904832,1026,2144
684195085588783105,509,1902
684188786104872960,1163,3477
684177701129875456,658,2005
684147889187209216,1508,2970
684122891630342144,465,2002
684097758874210310,1424,4093
683857920510050305,1117,3789
683852578183077888,342,1928
683849932751646720,960,2596
683834909291606017,1106,2607
683828599284170753,1058,2779
683773439333797890,1341,3336
683742671509258241,3282,6441
683515932363329536,2883,7297
683498322573824003,960,3163
683481228088049664,992,2640
683462770029932544,668,2411
683449695444799489,1598,3875
683391852557561860,2385,7585
683357973142474752,909,2889
683142553609318400,1039,2855
683111407806746624,907,3382
683098815881154561,654,2154
683078886620553216,560,1980
683030066213818368,734,2159
682962037429899265,16465,36624
682808988178739200,167,1774
682788441537560576,1103,2464
682750546109968385,436,1512
682697186228989953,356,1314
682662431982772225,1075,3051
682638830361513985,596,2064
682429480204398592,1148,3421
682406705142087680,1760,7522
682393905736888321,668,2221
682389078323662849,458,1648
682303737705140231,964,3041
682259524040966145,1199,4123
682242692827447297,1156,3233
682088079302213632,9809,18134
682059653698686977,1671,4911
682047327939461121,926,3175
682032003584274432,1988,6531
682003177596559360,1517,3109
681981167097122816,1024,2794
681891461017812993,812,2458
681694085539872773,4029,12706
681679526984871937,436,1764
681654059175129088,916,2627
681610798867845120,461,1890
681579835668455424,1288,3532
681523177663676416,5718,14213
681340665377193984,275,1635
681339448655802368,4058,9221
681320187870711809,738,2633
681302363064414209,1803,3910
681297372102656000,945,3191
681281657291280384,1091,3206
681261549936340994,266,1450
681242418453299201,525,1478
681231109724700672,479,2394
681193455364796417,1471,3674
680970795137544192,651,2410
680959110691590145,1990,4556
680940246314430465,1046,3185
680934982542561280,432,2072
680913438424612864,619,2387
680889648562991104,360,1757
680836378243002368,1309,3442
680805554198020098,660,2141
680801747103793152,812,2367
680798457301471234,1025,2828
680609293079592961,694,2617
680583894916304897,1323,3598
680497766108381184,1899,4204
680494726643068929,481,1705
680473011644985345,736,2529
680440374763077632,496,1435
680221482581123072,291,1458
680206703334408192,1155,2815
680191257256136705,497,2128
680176173301628928,1535,3869
680161097740095489,726,2312
680145970311643136,1721,3582
680130881361686529,935,2271
680115823365742593,898,2696
680100725817409536,1360,3544
680085611152338944,8914,12718
680070545539371008,855,2562
679877062409191424,644,1980
679872969355714560,654,2168
679862121895714818,614,2437
679854723806179328,1219,2829
679844490799091713,753,2347
679828447187857408,13880,35960
679777920601223168,1091,3069
679736210798047232,781,2077
679729593985699840,816,2150
679722016581222400,460,1649
679530280114372609,2064,4762
679527802031484928,714,2619
679511351870550016,1251,3334
679503373272485890,1449,3142
679475951516934144,632,2073
679462823135686656,18600,31280
679405845277462528,1193,2349
679158373988876288,7947,21073
679148763231985668,1016,2746
679132435750195208,1141,2940
679111216690831360,2544,5892
679062614270468097,7979,16763
679047485189439488,658,2220
679001094530465792,1207,2792
678991772295516161,1141,2272
678969228704284672,452,1630
678800283649069056,886,2534
678798276842360832,1146,3416
678774928607469569,891,2779
678767140346941444,1340,3479
678764513869611008,468,1613
678755239630127104,3229,7024
678740035362037760,1657,3714
678708137298427904,2391,5528
678675843183484930,1438,2824
678643457146150913,400,2024
678446151570427904,1520,3946
678424312106393600,2504,5403
678410210315247616,1775,4162
678399652199309312,31295,78223
678396796259975168,408,1573
678389028614488064,418,1846
678380236862578688,898,2404
678341075375947776,528,1711
678334497360859136,249,1289
678278586130948096,5990,11262
678255464182861824,358,1570
678023323247357953,375,1886
678021115718029313,6223,13422
677961670166224897,1659,3368
677918531514703872,397,1323
677895101218201600,2035,4759
677716515794329600,965,3011
677700003327029250,1417,3337
677698403548192770,312,1213
677687604918272002,836,2455
677673981332312066,1473,3281
677662372920729601,939,1923
677644091929329666,783,1825
677573743309385728,690,2097
677565715327688705,455,1275
677557565589463040,1128,2403
677547928504967168,3602,6833
677530072887205888,223,1048
677335745548390400,1744,2990
677334615166730240,280,1320
677331501395156992,232,1067
677328882937298944,1476,3582
677314812125323265,521,1614
677301033169788928,394,1215
677269281705472000,696,1951
677228873407442944,1611,3489
677187300187611136,904,2692
676975532580409345,1046,2723
676957860086095872,797,2197
676949632774234114,388,1280
676948236477857792,847,2124
676946864479084545,361,1697
676942428000112642,736,2035
676936541936185344,4819,12480
676916996760600576,1776,2926
676897532954456065,709,2207
676864501615042560,695,2058
676821958043033607,15246,22483
676819651066732545,649,1786
676811746707918848,415,1391
676776431406465024,1982,4899
676617503762681856,938,2828
676613908052996102,197,1060
676606785097199616,424,1852
676603393314578432,375,1138
676593408224403456,2118,4472
676590572941893632,119,900
676588346097852417,762,2269
676582956622721024,268,1171
676575501977128964,1096,2522
676533798876651520,542,1832
676496375194980353,521,1487
676470639084101634,4574,11359
676440007570247681,647,1685
676430933382295552,337,1366
676263575653122048,530,2037
676237365392908289,281,1184
676219687039057920,30361,74763
676215927814406144,563,1701
676191832485810177,1007,2230
676146341966438401,645,1873
676121918416756736,1132,2116
676101918813499392,1137,2760
676098748976615425,1387,2939
676089483918516224,427,1278
675898130735476737,558,1574
675891555769696257,833,2071
675888385639251968,933,2323
675878199931371520,1366,4085
675870721063669760,551,1587
675853064436391936,1258,2626
675849018447167488,140,919
675845657354215424,856,2219
675822767435051008,521,1485
675820929667219457,230,1020
675798442703122432,3325,10006
675781562965868544,454,1593
675740360753160193,332,1135
675710890956750848,793,1840
675707330206547968,664,1924
675706639471788032,93,627
675534494439489536,403,1781
675531475945709568,370,1154
675522403582218240,281,1013
675517828909424640,451,1257
675501075957489664,5669,16712
675497103322386432,1255,3053
675489971617296384,577,1261
675483430902214656,953,1796
675432746517426176,552,1477
675372240448454658,501,1642
675362609739206656,225,1022
675354435921575936,16279,31629
675349384339542016,2201,3808
675334060156301312,1247,2688
675166823650848770,1541,3479
675153376133427200,2500,6074
675149409102012420,1635,3642
675147105808306176,227,915
675146535592706048,287,1148
675145476954566656,869,2071
675135153782571009,468,1267
675113801096802304,760,1891
675111688094527488,244,934
675109292475830276,1099,2713
675047298674663426,311,1037
675015141583413248,1148,2629
675006312288268288,216,954
675003128568291329,451,1517
674999807681908736,1070,2179
674805413498527744,343,835
674800520222154752,827,2922
674793399141146624,1053,2435
674790488185167872,242,1070
674788554665512960,202,790
674781762103414784,1153,1945
674774481756377088,452,1083
674767892831932416,754,1774
674764817387900928,229,771
674754018082705410,431,1329
674752233200820224,448,1423
674743008475090944,530,1353
674742531037511680,49,472
674739953134403584,375,1066
674737130913071104,85,626
674690135443775488,456,1112
674670581682434048,625,1558
674664755118911488,243,884
674646392044941312,475,1388
674644256330530816,260,1001
674638615994089473,560,1635
674632714662858753,554,1454
674606911342424069,95,910
674468880899788800,1964,6027
674447403907457024,346,1028
674436901579923456,375,1076
674422304705744896,523,1386
674416750885273600,132,667
674410619106390016,444,1161
674394782723014656,552,1463
674372068062928900,304,825
674330906434379776,72,547
674318007229923329,503,1364
674307341513269249,6714,10978
674291837063053312,5647,14212
674271431610523648,708,1517
674269164442398721,222,882
674265582246694913,810,1584
674262580978937856,435,1266
674255168825880576,525,1415
674082852460433408,163,736
674075285688614912,274,957
674063288070742018,2113,6169
674053186244734976,1247,3185
674051556661161984,472,1399
674045139690631169,615,1360
674042553264685056,121,696
674038233588723717,401,1066
674036086168010753,202,820
674024893172875264,1178,1718
674019345211760640,292,1089
674014384960745472,610,1504
674008982932058114,339,1153
673956914389192708,918,1889
673919437611909120,357,1130
673906403526995968,1565,3061
673887867907739649,244,907
673716320723169284,720,2977
673715861853720576,1979,3416
673711475735838725,287,1004
673709992831262724,262,807
673708611235921920,275,1041
673707060090052608,379,1062
673705679337693185,394,1215
673700254269775872,544,1379
673697980713705472,1894,3828
673689733134946305,620,1675
673688752737402881,476,1218
673686845050527744,415,1391
673680198160809984,446,1322
673662677122719744,352,1211
673656262056419329,228,693
673636718965334016,346,1065
673612854080196609,690,1548
673583129559498752,345,1146
673580926094458881,264,804
673576835670777856,543,1339
673363615379013632,291,988
673359818736984064,645,1399
673355879178194945,553,1452
673352124999274496,519,1602
673350198937153538,201,724
673345638550134785,1210,2420
673343217010679808,258,932
673342308415348736,551,1230
673320132811366400,7557,12953
673317986296586240,244,847
673295268553605120,3046,7238
673270968295534593,347,1037
673240798075449344,692,1371
673213039743795200,806,2166
673148804208660480,602,1631
672997845381865473,681,1896
672995267319328768,273,915
672988786805112832,277,954
672984142909456390,521,1214
672980819271634944,972,1752
672975131468300288,865,1614
672970152493887488,341,917
672968025906282496,519,1279
672964561327235073,616,1372
672902681409806336,476,1320
672898206762672129,405,877
672884426393653248,808,1491
672877615439593473,337,996
672834301050937345,539,1265
672828477930868736,468,1215
672640509974827008,303,943
672622327801233409,465,1244
672614745925664768,555,1183
672609152938721280,374,1072
672604026190569472,383,1070
672594978741354496,587,1289
672591762242805761,323,922
672591271085670400,177,696
672538107540070400,346,991
672523490734551040,160,609
672488522314567680,416,1068
672482722825261057,570,1086
672481316919734272,123,693
672475084225949696,672,1394
672466075045466113,509,1308
672272411274932228,3219,6208
672267570918129665,593,1436
672264251789176834,324,1093
672256522047614977,1468,2721
672254177670729728,707,1382
672248013293752320,572,1673
672245253877968896,147,660
672239279297454080,309,862
672231046314901505,963,1756
672222792075620352,203,756
672205392827572224,1104,2173
672169685991993344,352,982
672160042234327040,341,843
672139350159835138,662,1678
672125275208069120,1093,2293
672095186491711488,355,965
672082170312290304,349,908
672068090318987265,494,1245
671896809300709376,4000,8176
671891728106971137,549,1267
671882082306625538,1327,3333
671879137494245376,637,1356
671874878652489728,525,1204
671866342182637568,473,1079
671855973984772097,418,871
671789708968640512,3319,6788
671768281401958400,477,1152
671763349865160704,866,1611
671744970634719232,726,1297
671743150407421952,227,724
671735591348891648,726,1388
671729906628341761,4162,8178
671561002136281088,6919,12290
671550332464455680,201,873
671547767500775424,566,1295
671544874165002241,1002,1888
671542985629241344,539,1050
671538301157904385,371,897
671536543010570240,387,1123
671533943490011136,552,985
671528761649688577,248,815
671520732782923777,504,1340
671518598289059840,284,915
671511350426865664,673,1541
671504605491109889,3402,6725
671497587707535361,428,886
671488513339211776,454,965
671486386088865792,186,558
671485057807351808,223,730
671390180817915904,712,1386
671362598324076544,286,1062
671357843010908160,147,386
671355857343524864,113,468
671347597085433856,412,920
671186162933985280,201,703
671182547775299584,321,1076
671166507850801152,330,844
671163268581498880,1047,1586
671159727754231808,76,356
671154572044468225,208,685
671151324042559489,144,643
671147085991960577,204,643
671141549288370177,625,1108
671138694582165504,382,888
671134062904504320,184,717
671122204919246848,2402,3363
671115716440031232,745,1315
671109016219725825,418,1104
670995969505435648,280,1069
670842764863651840,8309,23729
670840546554966016,185,562
670838202509447168,663,1070
670833812859932673,116,424
670832455012716544,207,705
670826280409919488,3881,5302
670823764196741120,179,744
670822709593571328,91,585
670815497391357952,1472,3046
670811965569282048,259,1087
670807719151067136,466,1121
670804601705242624,914,1884
670803562457407488,84,331
670797304698376195,226,709
670792680469889025,261,792
670789397210615808,224,637
670786190031921152,193,577
670783437142401025,367,797
670782429121134593,733,1494
670780561024270336,277,761
670778058496974848,70,319
670764103623966721,400,1039
670755717859713024,104,425
670733412878163972,492,923
670727704916926465,341,800
670717338665226240,460,1150
670704688707301377,355,746
670691627984359425,231,569
670679630144274432,269,725
670676092097810432,39,238
670668383499735048,4786,10262
670474236058800128,708,1456
670468609693655041,83,345
670465786746662913,520,932
670452855871037440,194,529
670449342516494336,622,1154
670444955656130560,1893,6463
670442337873600512,190,624
670435821946826752,490,1016
670434127938719744,618,1353
670433248821026816,106,318
670428280563085312,591,1328
670427002554466305,152,503
670421925039075328,603,1256
670420569653809152,301,599
670417414769758208,306,551
670411370698022913,847,1945
670408998013820928,209,536
670403879788544000,144,410
670385711116361728,193,544
670374371102445568,258,720
670361874861563904,62,318
670338931251150849,102,411
670319130621435904,1162,3737
670303360680108032,125,416
670290420111441920,270,674
670093938074779648,316,987
670086499208155136,244,672
670079681849372674,1167,2129
670073503555706880,752,1503
670069087419133954,225,599
670061506722140161,316,735
670055038660800512,315,643
670046952931721218,162,621
670040295598354432,105,724
670037189829525505,260,572
670003130994700288,86,318
669993076832759809,79,313
669972011175813120,149,426
669970042633789440,55,291
669942763794931712,151,487
669926384437997569,93,363
669923323644657664,53,224
669753178989142016,377,777
669749430875258880,63,253
669684865554620416,86,496
669683899023405056,102,373
669682095984410625,128,343
669680153564442624,269,647
669661792646373376,412,780
669625907762618368,1723,3390
669603084620980224,344,917
669597912108789760,142,496
669583744538451968,882,1435
669573570759163904,132,421
669571471778410496,974,1533
669567591774625800,53,227
669564461267722241,117,373
669393256313184256,70,348
669375718304980992,695,1274
669371483794317312,171,476
669367896104181761,143,443
669363888236994561,216,600
669359674819481600,114,357
669354382627049472,1223,2591
669353438988365824,248,603
669351434509529089,171,417
669328503091937280,399,978
669327207240699904,114,553
669324657376567296,198,484
669216679721873412,389,1146
669214165781868544,152,423
669203728096960512,451,970
669037058363662336,298,630
669015743032369152,357,715
669006782128353280,236,556
669000397445533696,6087,20084
668994913074286592,217,424
668992363537309700,324,719
668989615043424256,315,650
668988183816871936,441,869
668986018524233728,156,532
668981893510119424,288,519
668979806671884288,332,768
668975677807423489,555,1253
668967877119254528,21,139
668960084974809088,231,681
668955713004314625,67,266
668932921458302977,55,252
668902994700836864,97,307
668892474547511297,143,385
668872652652679168,289,509
668852170888998912,153,435
668826086256599040,128,420
668815180734689280,252,539
668779399630725120,350,679
668655139528511488,209,504
668645506898350081,507,845
668643542311546881,506,842
668641109086707712,519,1031
668636665813057536,469,1002
668633411083464705,1537,2690
668631377374486528,302,681
668627278264475648,109,304
668625577880875008,122,368
668623201287675904,719,1366
668620235289837568,38,191
668614819948453888,304,593
668587383441514497,1024,1595
668567822092664832,50,233
668544745690562560,215,493
668542336805281792,202,435
668537837512433665,67,245
668528771708952576,213,446
668507509523615744,100,312
668496999348633600,125,392
668484198282485761,222,413
668480044826800133,141,440
668466899341221888,489,856
668297328638447616,283,603
668291999406125056,29,234
668286279830867968,130,484
668274247790391296,223,789
668268907921326080,222,534
668256321989451776,573,1241
668248472370458624,460,932
668237644992782336,2706,5933
668226093875376128,97,287
668221241640230912,187,496
668204964695683073,186,535
668190681446379520,191,622
668171859951755264,183,466
668154635664932864,295,479
668142349051129856,267,554
668113020489474048,224,644
667937095915278337,757,1203
667924896115245057,108,284
667915453470232577,53,199
667911425562669056,282,473
667902449697558528,360,823
667886921285246976,1027,1791
667885044254572545,449,786
667878741721415682,113,378
667873844930215936,384,602
667866724293877760,983,2899
667861340749471744,74,234
667832474953625600,60,284
667806454573760512,469,1013
667801013445750784,93,316
667793409583771648,314,674
667782464991965184,234,395
667773195014021121,52,225
667766675769573376,204,419
667728196545200128,143,364
667724302356258817,306,460
667550904950915073,33,0
667550882905632768,32,0
667549055577362432,2145,5515
667546741521195010,116,325
667544320556335104,499,824
667538891197542400,61,197
667534815156183040,498,784
667530908589760512,224,446
667524857454854144,1061,1617
667517642048163840,181,352
667509364010450944,2019,6492
667502640335572993,212,518
667495797102141441,253,500
667491009379606528,212,508
